Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF PROF JOANA FERREIRA FRANCO BARRIOS;50027450;MS;Ponta Porã;Urbana;A escola não está em área de localização diferenciada;Pública;"OLINTO CARDINAL DE JESUS, 0 SAO DOMINGOS. 79906-612 Ponta Porã - MS.";(67) 98975372;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.5595127;-55.6953998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL INFANTIL RAIO DE LUZ;50027476;MS;Brasilândia;Rural;A escola não está em área de localização diferenciada;Pública;"VANES JOSE LOPES, 0 DISTRITO. 79677-000 Brasilândia - MS.";(67) 35471399;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-21.46743086;-52.32569513
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMR POLO PAIOLZINHO;50027492;MS;Corumbá;Rural;Área de assentamento;Pública;"ASSENTAMENTO PAIOLZINHO, S/N ASSENTAMENTO. 79301-970 Corumbá - MS.";(67) 998065506;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-19.09997314;-57.79021746
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIM SAO FRANCISCO;50027506;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"JOSE DE ALENCAR, 1350 ROSA - VL. 79831-160 Dourados - MS.";(67) 30324297;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL MARIA RUFINA DE JESUS MADRUGA;50027522;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"CUIABA, S/N VL INDUSTRIAL. 79420-000 Camapuã - MS.";(67) 32861986;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-19.5892911;-54.0383136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARCO ANTONIO SANTULLO;50027549;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SUDAO, 241 JARDIM BATISTAO. 79094-290 Campo Grande - MS.";(67) 20204245;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.5194184;-54.6731228
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - LAURA VICUNA;50027557;MS;Bonito;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA OLIVIO JACQUES, 760 VILA DONARIA. 79290-000 Bonito - MS.";(67) 32553053;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.1224385;-56.5004058
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - VERA LUCIA GHIZZI FIGUEIREDO;50027565;MS;Bonito;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SANTANA DO PARAISO, S/N VILA AMERICA. 79290-000 Bonito - MS.";(67) 32554105;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.1347005;-56.4922384
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL RURAL PROFESSOR FRANCISCO ANISIO CORREA FERREIRA;50027573;MS;Bonito;Rural;Área remanescente de quilombos;Pública;"RUA HONORINA FARIAS, S/N DISTRITO AGUAS DO MIRANDA. 79290-000 Bonito - MS.";(67) 32554903;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.7623219;-56.094743
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROF CELSO MULLER DO AMARAL;50027581;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PONTA PORA, 6500 PREDIO. JARDIM MARACANA. 79833-160 Dourados - MS.";(67) 34247165;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.2144446;-54.7686274
ESCOLA PARALISADA;COLEGIO POLI;50027590;MS;Campo Grande;Urbana;Não Informado;Privada;"RUA RUI BARBOSA, 1516 CENTRO. 79002-368 Campo Grande - MS.";(67) 33256110;Privada;Não Informado;Não;;;;;-20.4583683;-54.61554
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM IRACY DA SILVA ALMEIDA;50027603;MS;Ribas do Rio Pardo;Urbana;A escola não está em área de localização diferenciada;Pública;"RIO VERDE, 1148 JARDIM VISTA ALEGRE. 79180-000 Ribas do Rio Pardo - MS.";(67) 32381426;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-20.4552711;-53.7576377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - PAULO SILVEIRA FATTOR;50027611;MS;Nova Andradina;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SANTO ANTONIO, 144 VILA BEATRIZ. 79750-000 Nova Andradina - MS.";(67) 34416314;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.23691952;-53.34331666
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LUIS CLAUDIO JOSUE;50027620;MS;Nova Andradina;Rural;Área de assentamento;Pública;"RUA LUIS CLAUDIO JOSUE, 168 NOVA CASA VERDE. 79758-000 Nova Andradina - MS.";(67) 34991051;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-21.75557761;-53.26828739
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª CREUZA APARECIDA DELLA COLETA;50027638;MS;São Gabriel do Oeste;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOS SABIAS, 673 JARDIM GRAMADO. 79490-000 São Gabriel do Oeste - MS.";(67) 32954742;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-19.3781905;-54.5860931
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE DELFINA NOGUEIRA DE SOUZA;50027646;MS;Nova Alvorada do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"LIBERATO NICOLAU, 311 JARDIM ELDORADO. 79140-000 Nova Alvorada do Sul - MS.";(67) 34562079;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.4589774;-54.3776613
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI- ANDREA PACE DE OLIVEIRA;50027654;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"R. FRANCISCO PEREIRA ALVES, QUADRA 514 EXPOSICAO. 79200-000 Aquidauana - MS.";(67) 984184416;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.45456667;-55.770275
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL DOLVANINO TRICHES;50027662;MS;Laguna Carapã;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. ERVA MATE, 715 CENTRO. 79920-000 Laguna Carapã - MS.";(67) 34381397;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.5544804;-55.147387
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI - LORENZO GIOBBI;50027670;MS;Sonora;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARANHAO, 68 CRECHE. CENTRO. 79415-000 Sonora - MS.";(67) 32542905;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-17.5865855;-54.758354
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA RECANTO;50027689;MS;Aparecida do Taboado;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANTONIO LEANDRO DE MENEZES, 4259 PREDIO. CENTRO. 79570-000 Aparecida do Taboado - MS.";(67) 35654429;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-20.087267;-51.0935587
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;CENTRO DE EDUC ESPECIAL GENTE FELIZ;50027697;MS;Água Clara;Urbana;A escola não está em área de localização diferenciada;Privada;"AV. LUIZ FIUZA LIMA, 74 JD. NOVA AGUA CLARA. 79680-000 Água Clara - MS.";(67) 32391355;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.4399164;-52.8846611
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI BEZERRA DE MENEZES;50027719;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO JOAO, 1009 ALTO. 79200-000 Aquidauana - MS.";(67) 32413224;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.4728947;-55.7875097
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL EVANGELICO NOAH S ARC;50027743;MS;Jardim;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CORONEL JUVENCIO, 65 SOBRADO ESCOLA CENA. CENTRO. 79240-000 Jardim - MS.";(67) 32516700;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.4841205;-56.1374745
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIALIZADA RECANTO FELIZ;50027751;MS;Guia Lopes da Laguna;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA QUINTINO BOCAIUVA, 1842 ESQUINA CORUMBA. PLANALTO. 79230-000 Guia Lopes da Laguna - MS.";(67) 999694823;Privada;Filantrópica;Não;Sim;Até 50 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-21.4532832;-56.1085711
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA NOVO MUNDO;50027760;MS;Coxim;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BARAO DO RIO BRANCO, 65 JARDIM AEROPORTO. 79400-000 Coxim - MS.";(67) 32913412;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-18.5049164;-54.7566353
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;CEDESO - C DE EDUC ESPECIAL DE SONORA;50027778;MS;Sonora;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DAS PERDIZES, 127 APAE. CENTRO. 79415-000 Sonora - MS.";(67) 32541100;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-17.5851399;-54.7514899
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA CARROSSEL EDUCAMP;50027891;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BERNARDO FRANCO BAIS, 196 VILA CARVALHO. 79005-210 Campo Grande - MS.";(67) 33835577;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.4754467;-54.6213212
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL VO INEZ;50027905;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CARLOS DRUMMOND DE ANDRADE, 694 CONJUNTO AERO RANCHO. 79085-110 Campo Grande - MS.";(67) 30293738;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.52732833;-54.65738667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOCIEDADE EUNICE WEAVER DE CAMPO GRANDE;50027948;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA CORONEL ANTONINO, 1.200 CORONEL ANTONINO. 79022-000 Campo Grande - MS.";(67) 33516172;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.438321;-54.5967055
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO HARMONIA - UNIDADE I;50027956;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GOIAS, 930 JARDIM DOS ESTADOS. 79020-101 Campo Grande - MS.";(67) 30430201;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-20.4555518;-54.596607
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO NOVO SECULO;50027972;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA BANDEIRANTES, 2909 AMAMBAI. 79005-671 Campo Grande - MS.";(67) 32229992;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.4872624;-54.6428733
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASSOC ESP DE APOIO A CRIANCA E AO ADOLESCENTE;50028022;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SIMPLICIO MASCARENHAS, 918 GUANANDI. 79086-150 Campo Grande - MS.";(67) 30277056;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.4976046;-54.6498636
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FATEC SENAI CORUMBA;50028030;MS;Corumbá;Urbana;A escola não está em área de localização diferenciada;Privada;"ALAMEDA SAO JOSE, 10 MARIA LEITE. 79310-702 Corumbá - MS.";(67) 32342800;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Profissional;;-19.01204516;-57.62263693
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFESSORA ELENIR ZANQUETA MOLINA;50028057;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA NEBRASCA, 385 JARDIM NASCENTE DO SEGREDO. 79014-020 Campo Grande - MS.";(67) 20204279;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.41025726;-54.591882
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - INTEGRAL SAO CARLOS BORROMEO;50028065;MS;Itaquiraí;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CARMEM BARBOSA PUPO, 1515 CENTRO. 79965-000 Itaquiraí - MS.";(67) 34761823;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.48313065;-54.18147261
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL- SHALOM;50028081;MS;Nova Andradina;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO JORGE, 199 VILA SANTO ANTONIO. 79750-000 Nova Andradina - MS.";(67) 34415239;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-22.2567318;-53.3390932
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - HERMINIA TEIXEIRA SIQUEIRA;50028103;MS;Bonito;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DAS AGUAS MARINHAS, 721 MARAMBAIA. 79290-000 Bonito - MS.";(67) 32553057;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.1140139;-56.4806152
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL MANOEL MARTINS;50028111;MS;Ponta Porã;Urbana;A escola não está em área de localização diferenciada;Pública;"CAMPOS SALES, 367 BAIRRO DA GRANJA. 79905-322 Ponta Porã - MS.";(67) 998946129;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.5527751;-55.7130793
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIM CRIANCA FELIZ;50028146;MS;Fátima do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MATO GROSSO, 571 CENTRO. 79702-000 Fátima do Sul - MS.";(67) 34677552;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.30654409;-54.33966612
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SESC ESCOLA HORTO;50028154;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANHANDUI, 200 CENTRO. 79002-010 Campo Grande - MS.";(67) 33571251;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-20.4697313;-54.622167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI - RICARDO BARBOSA SANDOVAL;50028219;MS;Cassilândia;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SEBASTIANA ALVES DE SOUZA, SN CASA. JARDIM CAMPO GRANDE. 79540-000 Cassilândia - MS.";(67) 35962949;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-19.1073118;-51.7491211
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO VIP;50028227;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ENGENHEIRO ANTONIO GOES, 281 PANAMA. 79112-245 Campo Grande - MS.";(67) 33619186;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.44168;-54.65966
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SESC TRES LAGOAS;50028251;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ELMANO SOARES, 854 CENTRO. 79601-020 Três Lagoas - MS.";(67) 39191901;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.7852829;-51.7039651
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIAL AGRIPINO COSTA LIMA;50028260;MS;Santa Rita do Pardo;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PADRE TADEU KOLODYEZCK, 424 PREDIO. CENTRO. 79690-000 Santa Rita do Pardo - MS.";(67) 998537989;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-21.30454685;-52.83060993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL SONHO MEU;50028278;MS;Costa Rica;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LAURISTIDES MARTINS CARRIJO, 333 SAO FRANCISCO. 79550-000 Costa Rica - MS.";(67) 32476907;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-18.5569144;-53.1274742
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIM - DECIO ROSA BASTOS;50028286;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO AZAMBUJA, S/Nº VILA SANTA CATARINA. 79840-200 Dourados - MS.";(67) 34247012;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.2349199;-54.7773736
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIM - RECANTO RAIZES;50028294;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CAFELANDIA, 1680 JARDIM AGUA BOA. 79812-020 Dourados - MS.";(67) 30330710;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.25319;-54.80855
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIM VITTORIO FEDRIZZI;50028308;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA TIETE, 0 ITALIA - JD. 79814-410 Dourados - MS.";(67) 984688273;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.2387167;-54.8199645
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL JARDIM INDEPENDENCIA;50028316;MS;Anastácio;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA HUMBERTO ANASTACIO, SN AO LADO DA QUADRA. JARDIM INDEPENDENCIA. 79210-000 Anastácio - MS.";(67) 32451389;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.5032378;-55.7986643
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI ESPERANCA;50028324;MS;Chapadão do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"J, 166 ESPERANCA. 79560-000 Chapadão do Sul - MS.";(67) 999670892;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-18.8007246;-52.629709
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ELIZIO RAMIREZ VIEIRA;50028332;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO MOISES DE FARIAS, 378 JARDIM PENFICO. 79077-014 Campo Grande - MS.";(67) 20204027;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-20.5521888;-54.6619441
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM IRENE SZUKALA;50028340;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA IEMANJA, 1025 JARDIM DAS HORTENCIAS. 79083-530 Campo Grande - MS.";(67) 20204040;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-20.5216053;-54.6454601
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DOCE SABER;50028359;MS;Rochedo;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JORGE PANIAGO DE CARVALHO, 185 PARQUE DOS DIAMANTES. 79450-000 Rochedo - MS.";(67) 32891655;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-19.9553535;-54.8867142
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI RITA TEREZA DE ARAUJO SILVA - POLO;50028367;MS;Caarapó;Rural;A escola não está em área de localização diferenciada;Pública;"GUATEMALA, 839 CENTRO. 79942-000 Caarapó - MS.";(67) 34981093;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.4982828;-54.8669033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INDIGENA NANDEJARA - POLO;50028375;MS;Caarapó;Rural;Terra indígena;Pública;"RESERVA INDIGENA, 0 ALDEIA TEYIKUE. 79940-000 Caarapó - MS.";(67) 999226592;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-22.5903041;-54.9682808
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL RURAL SANTA GUILHERMINA - POLO;50028383;MS;Maracaju;Rural;Área de assentamento;Pública;"P.A. SANTA GUILHERMINA, S/N SEDE. ZONA RURAL. 79150-000 Maracaju - MS.";(67) 984690102;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.1129361;-55.5755124
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEI SRª MARIA DALPHINA REZENDE DE CASTRO;50028391;MS;Maracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"TRAVESSA CORONEL LIMA DE FIGUEIREDO, 41 JUQUITA. 79150-000 Maracaju - MS.";(67) 34546225;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-21.604071;-55.1656952
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF PROF CONRADO CANTEIRO;50028405;MS;Ponta Porã;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA AGUDOS, 737 PARQUE DOS IPES I. 79900-202 Ponta Porã - MS.";(67) 998899264;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.5039999;-55.7353885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMI POLO PRESIDENTE JOAO FIGUEIREDO;50028413;MS;Miranda;Rural;Terra indígena;Pública;"ALDEIA LALIMA, ALDEIA LALIMA. RURAL. 79380-000 Miranda - MS.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.5665888;-56.2863475
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO INFANTIL OLIVA PROENCA BOSSAY;50028421;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MONDEGO, 247 JARDIM MONDEGO. 79380-000 Miranda - MS.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.2587988;-56.37909
